HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"2103.90.90.20","4","Mayonnaise","[""kg""]","","","","",""
"2103.90.90.40","4","Other salad dressings","[""kg""]","","","","",""
"","4","Tomato-based preparations for sauces:","","","","","",""
"2103.90.90.51","5","In containers holding less than 1.4 kg","[""kg""]","","","","",""
"2103.90.90.59","5","Other","[""kg""]","","","","",""
"2103.90.90.91","4","Other","[""kg""]","","","","",""
"2104","0","Soups and broths and preparations therefor; homogenized composite food preparations:","","","","","",""
"2104.10.00","1","Soups and broths and preparations therefor","","3.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"2104.10.00.20","2","Dried","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"2104.10.00.40","3","Based on fish or other seafood","[""kg""]","","","","",""
"2104.10.00.60","3","Other","[""kg""]","","","","",""
"2104.20","1","Homogenized composite food preparations:","","","","","",""
"2104.20.10.00","2","Put up for retail sale as food suitable for infants or for dietetic purposes","[""kg""]","2.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"2104.20.50.00","2","Put up for retail sale as food suitable for young children","[""kg""]","6.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"2105.00","0","Ice cream and other edible ice, whether or not containing cocoa:","","","","","",""
"","1","Ice cream:","","","","","",""
"2105.00.05.00","2","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","20%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 10% (JP)","20%","",""
"2105.00.10.00","2","Described in additional U.S. note 5 to this chapter and entered pursuant to its provisions","[""kg"",""liters""]","20%","Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"2105.00.20.00","2","Other","[""kg"",""liters""]","50.2¢/kg + 17%","Free (BH,CL,CO,JO,KR,MA,OM,P,PE,SG) See 9822.04.05 (AU) See 9823.01.01-9823.01.07 (S+) See 9908.21.01 (IL) See 9919.21.10, 9919.21.11-9919.21.12 (PA)","59¢/kg +20%","",""
"","1","Other:","","","","","",""
"","2","Dairy products described in additional U.S. note 1 to chapter 4:","","","","","",""
"2105.00.25.00","3","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","20%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 10% (JP)","20%","",""
"2105.00.30.00","3","Described in additional U.S. note 10 to chapter 4 and entered pursuant to its provisions","[""kg"",""kg cmsc""]","20%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"2105.00.40.00","3","Other","[""kg"",""kg cmsc""]","50.2¢/kg + 17%","Free (BH,CL,JO,KR,MA,OM,P,PE,SG) 3.3¢/kg + 1.1% (PA) See 9822.04.25 (AU) See 9823.08.01-9823.08.38 (S+) See 9918.04.60-9918.04.80 (CO)","59¢/kg + 20%","",""
"2105.00.50.00","2","Other","[""kg""]","17%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"2106","0","Food preparations not elsewhere specified or included:","","","","","",""
"2106.10.00.00","1","Protein concentrates and textured protein substances","[""kg""]","6.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"2106.90","1","Other:","","","","","",""
"","2","Products derived from the dried milk, dried buttermilk or dried whey of subheadings 0402.10, 0402.21.05, 0402.21.25, 0402.21.30, 0402.21.50, 0403.90.41, 0403.90.45, 0404.10.50 or 0404.10.90, which contain not over 5.5 percent by weight of butterfat and which are mixed with other ingredients including, but not limited to sugar, if such mixtures contain over 16 percent milk solids by weight, are capable of being further processed or mixed with similar ingredients and are not prepared for marketing to the retail consumer in the identical form and package in which imported:","","","","","",""
"2106.90.03.00","3","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","2.9¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","12.1¢/kg","",""
"2106.90.06.00","3","Described in additional U.S. note 10 to chapter 4 and entered pursuant to its provisions","[""kg"",""kg cmsc""]","2.9¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","12.1¢/kg","",""
"2106.90.09.00","3","Other","[""kg"",""kg cmsc""]","86.2¢/kg","Free (BH,CL,JO,KR,MA,OM,P,PE,SG) 5.7¢/kg (PA) See 9822.04.25 (AU) See 9823.08.01-9823.08.38 (S+) See 9918.04.60-9918.04.80 (CO)","$1.014/kg","",""
"","2","Compound alcoholic preparations of an alcoholic strength by volume exceeding 0.5 percent vol., of a kind used for the manufacture of beverages:","","","","","",""
"2106.90.12.00","3","Containing not over 20 percent of alcohol by weight","[""kg""]","4.2¢/kg + 1.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","44¢/kg + 25%","",""
"2106.90.15.00","3","Containing over 20 percent but not over 50 percent of alcohol by weight","[""kg""]","8.4¢/kg + 1.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","88¢/kg + 25%","",""
"2106.90.18.00","3","Containing over 50 percent of alcohol by weight","[""kg""]","17¢/kg + 1.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","$1.76/kg + 25%","",""
"","2","Butter substitutes, whether in liquid or solid state, containing over 15 percent by weight of butter or other fats or oils derived from milk:","","","","","",""
"","3","Containing over 10 percent by weight of milk solids:","","","","","",""
"","4","Butter substitutes containing over 45 percent by weight of butterfat:","","","","","",""
"2106.90.22.00","5","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","15.4¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","31¢/kg","",""
"2106.90.24.00","5","Described in additional U.S. note 14 to chapter 4 and entered pursuant to its provisions","[""kg"",""kg cmsc""]","15.4¢/kg","Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","31¢/kg","",""
"2106.90.26.00","5","Other","[""kg"",""kg cmsc""]","$1.996/kg","Free (BH,CL,CO,JO,KR,MA,OM,P,PE,SG) 13.3¢/kg (PA) See 9822.04.10 (AU) See 9823.03.01-9823.03.12 (S+)","$2.348/kg","",""
"2106.90.28.00","4","Other","[""kg"",""kg cmsc""]","13.1¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","31¢/kg","",""
"","3","Other:","","","","","",""
"","4","Butter substitutes containing over 45 percent by weight of butterfat:","","","","","",""
"2106.90.32.00","5","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","15.4¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","31¢/kg","",""
"2106.90.34.00","5","Described in additional U.S. note 14 to chapter 4 and entered pursuant to its provisions","[""kg"",""kg cmsc""]","15.4¢/kg","Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","31¢/kg","",""
"2106.90.36.00","5","Other","[""kg"",""kg cmsc""]","$1.996/kg","Free (BH,CL,CO,JO,KR,MA,OM,P,PE,SG) 13.3¢/kg (PA) See 9822.04.10 (AU) See 9823.03.01-9823.03.12 (S+)","$2.348/kg","",""
"2106.90.38.00","4","Other","[""kg"",""kg cmsc""]","13.1¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","31¢/kg","",""
"2106.90.39.00","2","Artificially sweetened cough drops","[""kg""]","Free","","30%","",""
"","2","Syrups derived from cane or beet sugar, containing added coloring but not added flavoring matter:","","","","","",""
"2106.90.42.00","3","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","3.6606¢/kg of total sugars","Free (A*,AU,BH,CL,CO,D,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.58170¢/kg of total sugars","",""
"2106.90.44.00","3","Described in additional U.S. note 5 to chapter 17 andentered pursuant to its provisions","[""kg""]","3.6606¢/kg of total sugars","Free (A*,BH,CL,CO,D,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG) See 9822.05.15 (P+)","6.58170¢/kg of total sugars","",""
"2106.90.46.00","3","Other","[""kg""]","35.74¢/kg","Free (BH,CL,JO,KR,OM,SG) See 9822.05.20 (P+) See 9822.06.10 (PE) See 9822.08.01 (CO) See 9822.09.17 (PA) See 9823.10.01-9823.10.45 (S+) See 9822.03.01(MA)","42.05¢/kg","",""
"","2","Fruit or vegetable juices, fortified with vitamins or minerals:","","","","","",""
"2106.90.48.00","3","Orange juice","[""liters""]","7.85¢/liter","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","18¢/liter","",""
"","3","Other:","","","","","",""
"2106.90.52.00","4","Juice of any single fruit or vegetable","[""liters""]","The rate applicable to the natural juice in heading 2009","Free (AU,BH,CL,CO,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)The rate applicable to the natural juice in heading 2009 (A*,D)","The rate applicable to the natural juice in heading 2009","",""
"2106.90.54.00","4","Mixtures of juices","[""liters""]","The rate applicable to the natural juice in heading 2009","Free (AU,BH,CL,CO,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)The rate applicable to the natural juice in heading 2009 (A*,D)","The rate applicable to the natural juice in heading 2009","",""
"","2","Other:","","","","","",""
"2106.90.58","3","Of gelatin","","4.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","4","Put up for retail sale:","","","","","",""
"2106.90.58.30","5","Containing sugar derived from sugar cane or sugar beets","[""kg""]","","","","",""
"2106.90.58.50","5","Other","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"2106.90.58.70","5","Containing sugar derived from sugar cane or sugar beets","[""kg""]","","","","",""
"2106.90.58.90","5","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"","4","Containing over 10 percent by weight of milk solids","","","","","",""
"2106.90.62.00","5","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","10%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"","5","Other, dairy products described in additional U.S. note 1 to chapter 4:","","","","","",""
"2106.90.64.00","6","Described in additional U.S. note 10 to chapter 4 and entered pursuant to its provisions","[""kg"",""kg cmsc""]","10%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"2106.90.66.00","6","Other","[""kg"",""kg cmsc""]","70.4¢/kg + 8.5%","Free (BH,CL,JO,KR,MA,OM,P,PE,SG) 4.6¢/kg + 0.5% (PA) See 9822.04.25 (AU) See 9823.08.01-9823.08.38 (S+) See 9918.04.60, 9918.04.67 (CO)","82.8¢/kg + 10%","",""
"","5","Other:","","","","","",""
"","6","Blended syrups described in additional U.S. note 4 to chapter 17:","","","","","",""
"2106.90.68.00","7","Described in additional U.S. note 9 to chapter 17 and entered pursuant to its provisions","[""kg"",""kg cmsc""]","10%","Free (CO,KR,OM,PA,PE,S)","20%","",""
"2106.90.72.00","7","Other","[""kg"",""kg cmsc""]","70.4¢/kg + 8.5%","Free (BH,CL,JO,KR,OM,SG) See 9822.05.20 (P+) See 9822.06.10 (PE) See 9822.08.01 (CO) See 9822.09.17 (PA) See 9823.10.01-9823.10.45 (S+) See 9822.03.01(MA)","82.8¢/kg + 10%","",""
"","6","Articles containing over 65 percent by dry weight of sugar described in additional U.S. note 2 to chapter 17:","","","","","",""
"2106.90.74.00","7","Described in additional U.S. note 7 to chapter 17 and entered pursuant to its provisions","[""kg"",""kg cmsc""]","10%","Free (CO,KR,OM,PA,PE,S)","20%","",""
"2106.90.76.00","7","Other","[""kg"",""kg cmsc""]","70.4¢/kg + 8.5%","Free (BH,CL,JO,KR,OM,SG) See 9822.05.20 (P+) See 9822.06.10 (PE) See 9822.08.01 (CO) See 9822.09.17 (PA) See 9823.10.01-9823.10.45 (S+) See 9822.03.01(MA)","82.8¢/kg + 10%","",""
"","6","Articles containing over 10 percent by dry weight of sugar described in additional U.S. note 3 to chapter 17:","","","","","",""
"2106.90.78.00","7","Described in additional U.S. note 8 to chapter 17 and entered pursuant to its provisions","[""kg"",""kg cmsc""]","10%","Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"2106.90.80.00","7","Other","[""kg"",""kg cmsc""]","70.4¢/kg + 8.5%","Free (BH,CL,JO,KR,OM,SG) See 9822.05.20 (P+) See 9822.06.10 (PE) See 9822.08.01 (CO) See 9822.09.17 (PA) See 9823.10.01-9823.10.45 (S+) See 9822.03.01(MA)","82.8¢/kg + 10%","",""
"2106.90.82.00","6","Other","[""kg"",""kg cmsc""]","6.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"","4","Other:","","","","","",""
"2106.90.83.00","5","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","10%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"","5","Other, dairy products described in additional U.S. note 1 to chapter 4:","","","","","",""
"2106.90.85.00","6","Described in additional U.S. note 10 to chapter 4 and entered pursuant to its provisions","[""kg""]","10%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"2106.90.87.00","6","Other","[""kg""]","28.8¢/kg + 8.5%","Free (BH,CL,JO,KR,MA,OM,P,PE,SG) 1.9¢/kg + 0.5% (PA) See 9822.04.25 (AU) See 9823.08.01-9823.08.38 (S+) See 9918.04.60, 9918.04.79 (CO)","33.9¢/kg +10%","",""
"","5","Other:","","","","","",""
"","6","Blended syrups described in additional U.S. note 4 to chapter 17:","","","","","",""
"2106.90.89.00","7","Described in additional U.S. note 9 to chapter 17 and entered pursuant to its provisions","[""kg""]","10%","Free (CO,KR,OM,PA,PE,S)","20%","",""
"2106.90.91.00","7","Other","[""kg""]","28.8¢/kg + 8.5%","Free (BH,CL,JO,KR,OM,SG) See 9822.05.20 (P+) See 9822.06.10 (PE) See 9822.08.01 (CO) See 9822.09.17 (PA) See 9823.10.01-9823.10.45 (S+) See 9822.03.01(MA)","33.9¢/kg + 10%","",""
"","6","Articles containing over 65 percent by dry weight of sugar described in additional U.S. note 2 to chapter 17:","","","","","",""
"2106.90.92.00","7","Described in additional U.S. note 7 to chapter 17 and entered pursuant to its provisions","[""kg""]","10%","Free (CO,KR,OM,PA,PE,S)","20%","",""
"2106.90.94.00","7","Other","[""kg""]","28.8¢/kg + 8.5%","Free (BH,CL,JO,KR,OM,SG) See 9822.05.20 (P+) See 9822.06.10 (PE) See 9822.08.01 (CO) See 9822.09.17 (PA) See 9823.10.01-9823.10.45 (S+) See 9822.03.01(MA)","33.9¢/kg + 10%","",""
"","6","Articles containing over 10 percent by dry weight of sugar described in additional U.S. note 3 to chapter 17:","","","","","",""
"2106.90.95.00","7","Described in additional U.S. note 8 to chapter 17 and entered pursuant to its provisions","[""kg""]","10%","Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"2106.90.97.00","7","Other","[""kg""]","28.8¢/kg + 8.5%","Free (BH,CL,JO,KR,OM,SG) See 9822.05.20 (P+) See 9822.06.10 (PE) See 9822.08.01 (CO) See 9822.09.17 (PA) See 9823.10.01-9823.10.45 (S+) See 9822.03.01(MA)","33.9¢/kg + 10%","",""
"2106.90.99","6","Other","","6.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"","7","Preparations for the manufacture of beverages:","","","","","",""
"2106.90.99.71","8","Containing high-intensity sweeteners (e.g., aspartame and/or saccharin","[""kg""]","","","","",""
"2106.90.99.72","8","Containing sugar derived from sugar cane and/or sugar beets","[""kg""]","","","","",""
"2106.90.99.73","8","Other","[""kg""]","","","","",""
"2106.90.99.75","7","Non-dairy coffee whiteners","[""kg""]","","","","",""
"2106.90.99.80","7","Other cream or milk substitutes","[""kg""]","","","","",""
"2106.90.99.85","7","Confectionery (including gum) containing synthetic sweetening agents (e.g., saccharin) instead of sugar","[""kg""]","","","","",""
"2106.90.99.87","7","Herbal teas and herbal infusions comprising mixed herbs","[""kg""]","","","","",""
"2106.90.99.88","7","Flavored honey","[""kg""]","","","","",""
"","7","Other:","","","","","",""
"2106.90.99.90","8","Canned","[""kg""]","","","","",""
"","8","Other:","","","","","",""
"2106.90.99.95","9","Frozen","[""kg""]","","","","",""
"","9","Other:","","","","","",""
"2106.90.99.97","10","Containing sugar derived from sugar cane and/or sugar beets","[""kg""]","","","","",""
"2106.90.99.98","10","Other","[""kg""]","","","","",""
"2201","0","Waters, including natural or artificial mineral waters and aerated waters, not containing added sugar or other sweetening matter nor flavored; ice and snow:","","","","","",""
"2201.10.00.00","1","Mineral waters and aerated waters","[""liters""]","0.26¢/liter","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","2.6¢/liter","",""
"2201.90.00.00","1","Other","[""t""]","Free","","Free","",""
"2202","0","Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavored, and other non-alcoholic beverages, not including fruit, nut or vegetable juices of heading 2009:","","","","","",""
